Channel,Status,Subject line or Title,Delivered,Unique Clicked,client
App Push,Suspended,Have you collected your FREE IIFA Award Ticket? 👀,0,,emt
App Push,Sent,Have you collected your FREE IIFA Award Ticket? 👀,0,,emt
App Push,Suspended,Double Dhamaka on your train bookings! ✨,0,,emt
Email,Sent,"🏖️ Fly to Thailand and enjoy up to Rs 10,000* off on your hotel bookings! 🏖️",23327,226.0,emt
App Push,Suspended,Bonus deals on your train bookings! 😳,0,,emt
App Push,Suspended,Bonus deals on your train bookings! 😳,0,,emt
App Push,Sent,Double Dhamaka on your train bookings! ✨,0,,emt
App Push,Sent,Double Dhamaka on your train bookings! ✨,0,,emt
Web Push,Sent,Double Dhamaka on your train bookings! ✨,0,0.0,emt
Email,Sent,"This Ramadan, explore Azerbaijan with our exclusive packages! ✨",336,2.0,emt
Web Push,Sent,Double up your fun and adventure at Dubai Parks! 😍🎊,0,0.0,emt
Web Push,Sent, Grab exclusive offers before they are gone! 👀💨,0,0.0,emt
App Push,Sent,Grab exclusive offers before they are gone! 👀💨,0,,emt
App Push,Sent,Grab exclusive offers before they are gone! 👀💨,0,,emt
Email,Sent,Book your flights & win a FREE IIFA Award ticket! 🎁 🎉,2237282,1522.0,emt
App Push,Sent,Take one step to a greener and brighter future! 🌱,0,,emt
App Push,Sent,Take one step to a greener and brighter future! 🌱,0,,emt
App Push,Sent,⚡ Price Drop Alert! ⚡,0,,emt
App Push,Sent,⚡ Price Drop Alert! ⚡,0,,emt
Web Push,Sent,⚡ Price Drop Alert! ⚡,0,0.0,emt
Email,Sent,We give you 4 reasons as to why you should choose Spree Hotels for next trip 😄,3291,2.0,emt
Email,Sent,We give you 4 reasons as to why you should choose Spree Hotels for next trip 😄,100003,78.0,emt
Web Push,Sent,Here is a special Wednesday offer for you! 😊,0,0.0,emt
Email,Sent,"Reminder: T&T Executive Greece DMC is conducting an Awareness Training today, 20th April at 2 pm IST",337,5.0,emt
App Push,Sent,Here is a special Wednesday offer for you! 😊,0,,emt
App Push,Sent,Here is a special Wednesday offer for you! 😊,0,,emt
App Push,Sent,Enjoy No Cost EMIs on your travel bookings! 😎,0,,emt
App Push,Sent,Enjoy No Cost EMIs on your travel bookings! 😎,0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,,emt
Web Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,0.0,emt
Email,Sent,"T&T Executive Greece DMC is conducting an Awareness Training tomorrow, 20th April at 2 pm IST",335,5.0,emt
Web Push,Sent, Amazing deal on your flight ticket! ✈️💥,0,0.0,emt
App Push,Sent,Amazing deal on your flight ticket! ✈️💥,0,,emt
App Push,Sent,Amazing deal on your flight ticket! ✈️💥,0,,emt
App Push,Sent,The perfect train deal for your next booking 👀,0,,emt
App Push,Sent,The perfect train deal for your next booking 👀,0,,emt
App Push,Sent,"✈️✈️ Fly to Abu Dhabi, Dubai, or Sharjah..",0,,emt
App Push,Sent,"✈️✈️ Fly to Abu Dhabi, Dubai, or Sharjah..",0,,emt
Web Push,Sent,"✈️✈️ Fly to Abu Dhabi, Dubai, or Sharjah..",0,0.0,emt
Web Push,Sent,"Mondays can get hard, so we have a 🎁 for you!",0,0.0,emt
Email,Sent,"✈ No More Monday Blues, there's something special going on",405263,397.0,emt
App Push,Sent,"Mondays can get hard, so we have a 🎁 for you!",0,,emt
App Push,Sent,"Mondays can get hard, so we have a 🎁 for you!",0,,emt
Email,Sent,✈ Win FREE TICKETS to VISIT the most AMAZING parts of the COUNTRY!🌴,5950,10.0,emt
Email,Sent,✈ Win FREE TICKETS to VISIT the most AMAZING parts of the COUNTRY!🌴,17444,1.0,emt
App Push,Sent,There is a special offer waiting for you! 😁,0,,emt
App Push,Sent,There is a special offer waiting for you! 😁,0,,emt
Web Push,Sent,There is a special offer waiting for you! 😁,0,0.0,emt
Web Push,Sent, Sunday Dhamaka Offer! 😁,0,0.0,emt
App Push,Sent,Sunday Dhamaka Offer! 😁,0,,emt
App Push,Sent,Sunday Dhamaka Offer! 😁,0,,emt
App Push,Sent,"Visit Manali, Shimla, Jaipur or Goa...",0,,emt
App Push,Sent,"Visit Manali, Shimla, Jaipur or Goa...",0,,emt
Email,Sent,It is time to pack your bags and fly to Dubai! ✈️,39864,211.0,emt
App Push,Sent,"Up to Rs 10,000* OFF on international hotels 😳📢",0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on international hotels 😳📢",0,,emt
Web Push,Sent,"Up to Rs 10,000* OFF on international hotels 😳📢",0,0.0,emt
Email,Sent,Your Bangalore trip just got better! 😊,3307,10.0,emt
Email,Sent,Your Bangalore trip just got better! 😊,100044,92.0,emt
Web Push,Sent,"Taarik pe taarik, offers pe offers! 🤑",0,0.0,emt
App Push,Sent,"Taarik pe taarik, offers pe offers! 🤑",0,,emt
App Push,Sent,"Taarik pe taarik, offers pe offers! 🤑",0,,emt
App Push,Sent,Friday Surprise Deals! 🎁✨,0,,emt
App Push,Sent,Friday Surprise Deals! 🎁✨,0,,emt
Web Push,Sent,Friday Surprise Deals! 🎁✨,0,0.0,emt
Email,Sent,✈︎ What are you doing during the Best Weekend of the Year?,405494,435.0,emt
Web Push,Sent,Perfect deals for the long weekend! 😍,0,0.0,emt
Email,Sent,Reminder: Awareness Training on Greece today at 2 pm,333,3.0,emt
App Push,Sent,Perfect deals for the long weekend! 😍,0,,emt
App Push,Sent,Perfect deals for the long weekend! 😍,0,,emt
Email,Sent,Reminder -  Join us for an Awareness Training on Belarus today.,336,3.0,emt
App Push,Sent,Get a 35%* CASHBACK on your train bookings! 😲,0,,emt
App Push,Sent,Get a 35%* CASHBACK on your train bookings! 😲,0,,emt
App Push,Sent,Meet your favourite Bollywood Star! 😍💥💥,0,,emt
App Push,Sent,Meet your favourite Bollywood Star! 😍💥💥,0,,emt
Web Push,Sent, Grab the biggest savings on your travel plans! ⚡⚡,0,0.0,emt
Web Push,Sent,Get a 35%* CASHBACK on your train bookings! 😲,0,0.0,emt
Email,Sent,Join us tomorrow for an Awareness Training on Greece,335,2.0,emt
App Push,Sent,Grab the biggest savings on your travel plans! ⚡⚡,0,,emt
App Push,Sent,Grab the biggest savings on your travel plans! ⚡⚡,0,,emt
App Push,Sent,Time is running out! 👀⏰,0,,emt
App Push,Sent,Time is running out! 👀⏰,0,,emt
App Push,Sent,Wednesday Travel Sale!! 💥💥,0,,emt
App Push,Sent,Wednesday Travel Sale!! 💥💥,0,,emt
Web Push,Sent,Wednesday Travel Sale!! 💥💥,0,0.0,emt
Email,Sent,"Save the Date! Join us for an Awareness Training on Belarus on Friday 15th April, 2022",321,0.0,emt
Email,Sent,It is time to pack your bags and fly to Dubai! ✈️,1445429,1480.0,emt
Email,Sent,It is time to pack your bags and fly to Dubai! ✈️,64314,63.0,emt
Web Push,Sent,Last day to grab these exclusive summer deals! 👀,0,0.0,emt
App Push,Sent,Last day to grab these exclusive summer deals! 👀,0,,emt
App Push,Sent,Last day to grab these exclusive summer deals! 👀,0,,emt
App Push,Sent,Flat 15%* off on your hotel bookings! 💥🔥,0,,emt
App Push,Sent,Flat 15%* off on your hotel bookings! 💥🔥,0,,emt
Web Push,Sent,Book your flights & win a FREE IIFA Award ticket! 😍💃,0,0.0,emt
App Push,Sent,Book your flights & win a FREE IIFA Award ticket!,0,,emt
App Push,Sent,Book your flights & win a FREE IIFA Award ticket!,0,,emt
Web Push,Sent,Get the best deals on your flight tickets! ✈️✈️,0,0.0,emt
App Push,Sent,Get the best deals on your flight tickets! ✈️✈️,0,,emt
App Push,Sent,Get the best deals on your flight tickets! ✈️✈️,0,,emt
App Push,Sent,Travel to the destination of your choice!,0,,emt
App Push,Sent,Travel to the destination of your choice!,0,,emt
App Push,Sent,☀️ Exclusive Summer Travel Offers ☀️,0,,emt
App Push,Sent,☀️ Exclusive Summer Travel Offers ☀️,0,,emt
Web Push,Sent,☀️Exclusive Summer Travel Offers☀️,0,0.0,emt
Web Push,Sent,Monday steal deal! 💥⚡,0,0.0,emt
App Push,Sent,Monday steal deal! 💥⚡,0,,emt
App Push,Sent,Monday steal deal! 💥⚡,0,,emt
App Push,Sent,Last day to grab this offer! ✈️✈️✈️,0,,emt
App Push,Sent,Last day to grab this offer! ✈️✈️✈️,0,,emt
Web Push,Sent,Last day to grab this offer! ✈️✈️✈️,0,0.0,emt
Web Push,Suspended,Grab FLAT 12%* off on your flights! ✈️💃,0,0.0,emt
Web Push,Sent,We are here to make your weekend amazing! 🌈,0,0.0,emt
Email,Sent,Plan a trip to Dubai and enjoy the best offers on your hotel bookings! 🎉,1481581,1513.0,emt
App Push,Sent,Dubai is calling you! 😍💃,0,,emt
App Push,Sent,Dubai is calling you! 😍💃,0,,emt
App Push,Sent,We are here to make your weekend amazing! 🌈,0,,emt
App Push,Sent,We are here to make your weekend amazing! 🌈,0,,emt
Web Push,Sent,Exclusive Summer Travel Deals! ☀️😎,0,0.0,emt
Email,Sent,Plan a trip to Dubai and enjoy the best offers on your hotel bookings! 🎉,674,1.0,emt
Email,Sent,Plan a trip to Dubai and enjoy the best offers on your hotel bookings! 🎉,64352,52.0,emt
Web Push,Sent,Grab FLAT 12%* off on your flights! ✈️💃,0,0.0,emt
App Push,Sent,Exclusive Summer Travel Deals! ☀️😎,0,,emt
App Push,Sent,Exclusive Summer Travel Deals! ☀️😎,0,,emt
Email,Sent,✈︎ We have cumulated a weekend travel plan for you!🌲,2537447,1862.0,emt
App Push,Sent,Price Drop Alert! ⚡⚡,0,,emt
App Push,Sent,Price Drop Alert! ⚡⚡,0,,emt
App Push,Sent,Get FREE IIFA Awards 2022 tickets!!🎊💃,0,,emt
App Push,Sent,Get FREE IIFA Awards 2022 tickets!!🎊💃,0,,emt
Web Push,Sent,Get FREE IIFA Awards 2022 tickets!!🎊💃,0,0.0,emt
Email,Sent,Attention: Claim your FREE IIFA  Awards 2022 ticket!,1522128,1608.0,emt
Email,Sent,✈ It's raining offers and discounts on flights!,1831585,1323.0,emt
Email,Sent,✈ It's raining offers and discounts on flights!,406328,486.0,emt
App Push,Sent,Grab FLAT 12%* off on your flights! ✈️💃,0,,emt
App Push,Sent,Grab FLAT 12%* off on your flights! ✈️💃,0,,emt
App Push,Sent,Special summer travel deals just for you! 😍,0,,emt
App Push,Sent,Special summer travel deals just for you! 😍,0,,emt
Email,Sent,Join us tomorrow for an Awareness Training on Italy!,2635,0.0,emt
App Push,Sent,Hot Summer Sale is here!! ☀️😎,0,,emt
App Push,Sent,Hot Summer Sale is here!! ☀️😎,0,,emt
Web Push,Sent,"Hello, there is a great offer waiting for you! 😄",0,0.0,emt
Email,Sent,Join us tomorrow for an Awareness Training on Italy!,17273,8.0,emt
Email,Sent,This summer plan a trip to the hills! ⛰️🌸,673,3.0,emt
Email,Sent,This summer plan a trip to the hills! ⛰️🌸,64381,69.0,emt
Web Push,Sent,Hot Summer Sale is here!! ☀️😎,0,0.0,emt
App Push,Sent,"Hello, there is a great offer waiting for you! 😄",0,,emt
App Push,Sent,"Hello, there is a great offer waiting for you! 😄",0,,emt
App Push,Sent,Wednesday travel deals are here! 😎,0,,emt
App Push,Sent,Wednesday travel deals are here! 😎,0,,emt
Email,Sent,🚂 Book a train easily at the best prices!,88380,43.0,emt
Email,Sent,🚂 Book a train easily at the best prices!,1483000,865.0,emt
App Push,Sent,Grab this exclusive offer before it is gone! 😳💨,0,,emt
App Push,Sent,Grab this exclusive offer before it is gone! 😳💨,0,,emt
Web Push,Sent,Mid-week travel bonanza! ✈️✈️,0,0.0,emt
Web Push,Sent,Grab this exclusive offer before it is gone! 😳💨,0,0.0,emt
Web Push,Sent, Wednesday travel deals are here! 😎,0,0.0,emt
App Push,Sent,Mid-week travel bonanza! ✈️✈️,0,,emt
App Push,Sent,Mid-week travel bonanza! ✈️✈️,0,,emt
App Push,Sent,Have you checked out our special train deal? 🚆,0,,emt
App Push,Sent,Have you checked out our special train deal? 🚆,0,,emt
App Push,Sent,Your favourite Bollywood star awaits you..,0,,emt
App Push,Sent,Your favourite Bollywood star awaits you..,0,,emt
Web Push,Sent,Your favourite Bollywood star awaits you..,0,0.0,emt
Email,Sent,Join us tomorrow for an Awareness Training on Turkey!,557,2.0,emt
Email,Sent,Join us tomorrow for an Awareness Training on Turkey!,17468,6.0,emt
Email,Sent,"✈ Book Hyderabad ⇢ Gondia flights, visit the land of tigers 🌲",5898,3.0,emt
Email,Sent,"✈ Book Hyderabad ⇢ Gondia flights, visit the land of tigers 🌲",17571,0.0,emt
Web Push,Sent,Tuesday deals just for you! 😁,0,0.0,emt
App Push,Sent,Tuesday deals just for you! 😁,0,,emt
App Push,Sent,Tuesday deals just for you! 😁,0,,emt
App Push,Sent,Tap to open for a 🎁🎁🎁,0,,emt
App Push,Sent,Tap to open for a 🎁🎁🎁,0,,emt
App Push,Sent,FLAT Rs 1000* off on your flights! 😳✈️,0,,emt
App Push,Sent,FLAT Rs 1000 off on your flights! 😳✈️,0,,emt
Web Push,Sent,Tap to open for a 🎁🎁🎁,0,0.0,emt
Email,Sent,"✈Travel to Gondia, land of the tigers 🌲",1150404,1305.0,emt
Email,Sent,"✈Travel to Gondia, land of the tigers 🌲",16514,175.0,emt
Email,Sent,"✈Travel to Gondia, land of the tigers 🌲",406533,658.0,emt
Web Push,Sent,FLAT Rs 1000* off on your flights! 😳✈️,0,0.0,emt
App Push,Sent,We are here to zest up your week! 😎,0,,emt
App Push,Suspended,We are here to zest up your week! 😎,0,,emt
App Push,Sent,We are here to zest up your week! 😎,0,,emt
App Push,Sent,"How about a Flat Rs 1,320* off on your bookings?😁",0,,emt
App Push,Sent,"How about a Flat Rs 1,320* off on your bookings?😁",0,,emt
Web Push,Sent,Top travel deals just for you! 👀🎊,0,0.0,emt
Web Push,Sent,"How about a Flat Rs 1,320* off on your bookings?😁",0,0.0,emt
App Push,Sent,Plan your summer holidays NOW! 😍,0,,emt
App Push,Sent,Plan your summer holidays NOW! 😍,0,,emt
App Push,Sent,Your weekend just got better!,0,,emt
App Push,Sent,Your weekend just got better!,0,,emt
App Push,Sent,"✈️ Fly to Abu Dhabi, Dubai, or Sharjah..",0,,emt
App Push,Sent,"✈️ Fly to Abu Dhabi, Dubai, or Sharjah..",0,,emt
Web Push,Sent,"✈️ Fly to Abu Dhabi, Dubai, or Sharjah..",0,0.0,emt
Email,Sent,It is time to plan your international summer vacations! 🥳,86737,213.0,emt
Email,Sent,Grab a fantastic deal on your international hotel stays! 💃🥳,1484767,1175.0,emt
Web Push,Sent,Save HUGE on your train bookings!🚆,0,0.0,emt
App Push,Sent,Top travel deals just for you! 👀🎊,0,,emt
App Push,Sent,Top travel deals just for you! 👀🎊,0,,emt
Email,Sent,✈︎The much-awaited weekend plans! This is NO prank 😁,1014331,1393.0,emt
App Push,Sent,Plan a trip to the destination of your choice! ✨🔥,0,,emt
App Push,Sent,Plan a trip to the destination of your choice! ✨🔥,0,,emt
Email,Sent,Grab the best offers at the best prices when you book your hotels with us! 😁,666,1.0,emt
Web Push,Sent, Plan a trip to the destination of your choice! ✨🔥,0,0.0,emt
Email,Sent,Grab the best offers at the best prices when you book your hotels with us! 😁,64468,40.0,emt
Web Push,Sent,It is Friday! So here is something exciting ✨😁,0,0.0,emt
App Push,Sent,It is Friday! So here is something exciting ✨😁,0,,emt
App Push,Sent,It is Friday! So here is something exciting ✨😁,0,,emt
Email,Sent,✈ Discover Dubai with luxury and best prices 💸,1485571,1608.0,emt
App Push,Sent,Grab them before they are gone! 👀💨,0,,emt
App Push,Sent,Grab them before they are gone! 👀💨,0,,emt
Email,Sent,Here are some exciting travel offers to make you smile! 😊,407263,295.0,emt
App Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,,emt
App Push,Sent,"Up to Rs 10,000* OFF on your international hotels!",0,,emt
Web Push,Sent,Grab them before they are gone! 👀💨,0,0.0,emt
Email,Sent,Discover Saudi Arabia and its wonderful offerings!,438379,204.0,emt
Email,Sent,Join us tomorrow for an Awareness Training on Serbia!,557,3.0,emt
Email,Sent,Join us tomorrow for an Awareness Training on Serbia!,17211,2.0,emt
Email,Sent,Here is how you can attend the IIFA Awards 2022 🥳 💃,23304,134.0,emt
Email,Sent,Here is how you can attend the IIFA Awards 2022 🥳 💃,15453,11.0,emt
Web Push,Sent,Take one step to a greener and brighter future! 🌱,0,0.0,emt
App Push,Sent,Take one step to a greener and brighter future! 🌱,0,,emt
App Push,Sent,Take one step to a greener and brighter future! 🌱,0,,emt
App Push,Suspended,Book your flights & win a FREE IIFA Award ticket!,0,,emt
App Push,Suspended,Book your flights & win a FREE IIFA Award ticket!,0,,emt
App Push,Sent,Book your flights & win a FREE IIFA Award ticket!,0,,emt
App Push,Sent,Book your flights & win a FREE IIFA Award ticket!,0,,emt
Email,Sent,✈ Month-End Travel Treat! 🌴,1575974,1559.0,emt
Web Push,Sent,Say YES to mid-week discounts on your flights! 😍,0,0.0,emt
App Push,Sent,Wednesday deals you just can’t miss! 💥,0,,emt
App Push,Sent,Wednesday deals you just can’t miss! 💥,0,,emt
Email,Sent,Travel to Bahrain for a superlative experience ✈️,15463,14.0,emt
Web Push,Sent,Book your flights & win a FREE IIFA Award ticket! 😍💃,0,0.0,emt
App Push,Sent,Say YES to mid-week discounts on your flights! 😍,0,,emt
App Push,Sent,Say YES to mid-week discounts on your flights! 😍,0,,emt
App Push,Sent,Save HUGE on your train bookings!🚆,0,,emt
App Push,Sent,Save HUGE on your train bookings!🚆,0,,emt
Web Push,Sent,Save HUGE on your train bookings!🚆,0,0.0,emt
Email,Sent,Celebrate with the superstars at the IIFA Awards 2022 🥳 💃,339205,237.0,emt
Email,Sent,Celebrate with the superstars at the IIFA Awards 2022 🥳 💃,1826536,858.0,emt
Email,Sent,Celebrate with the superstars at the IIFA Awards 2022 🥳 💃,406262,379.0,emt
Web Push,Sent,Grab the biggest travel discounts with us! 🎉,0,0.0,emt
Email,Sent,Join us tomorrow for an Awareness Training on Georgia!,557,0.0,emt
Email,Sent,Join us tomorrow for an Awareness Training on Georgia!,17480,3.0,emt
App Push,Sent,Grab the biggest travel discounts with us! 🎉,0,,emt
App Push,Sent,Grab the biggest travel discounts with us! 🎉,0,,emt
Email,Sent,A special offer for all those who love travelling by trains!  🚂,2583141,1752.0,emt
Email,Sent,"✈ New Routes, New Destinations, New Opportunities ⭐",5961,1.0,emt
App Push,Sent,We have a surprise for you! 🎁😊,0,,emt
App Push,Sent,We have a surprise for you! 🎁😊,0,,emt
